LeadNum,name,site,type,phone,full_address,rating,reviews,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,working_hours,business_status,about,range,description,verified,owner_title,reservation_links,booking_appointment_link,menu_link,order_links
MJ-LEAD-SalemNHRestaurant-Oct25-011,Ya Mas Greek Taverna & Bar,https://yourmythbeginsatyamas.com/,Greek restaurant,+1 603-635-4230,"275 Rockingham Park Blvd, Salem, NH 03079",4.3,1005,80,58,58,102,707,982,"{""Monday"": ""12:30-9PM"", ""Tuesday"": ""12:30-9PM"", ""Wednesday"": ""12:30-9PM"", ""Thursday"": ""12:30-9PM"", ""Friday"": ""12:30-11PM"", ""Saturday"": ""11AM-11PM"", ""Sunday"": ""11AM-9PM""}",OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Delivery"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Great beer selection"": true, ""Great cocktails"": true, ""Great dessert"": true, ""Great wine list"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Comfort food"": true, ""Happy hour drinks"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Late-night food"": true, ""Organic dishes"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Tourists"": true, ""Transgender safespace"": true}, ""Planning"": {""Brunch reservations recommended"": true, ""Dinner reservations recommended"": true, ""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",$$,,TRUE,Ya Mas Greek Taverna & Bar,"https://yamasgreektaverna.com/reservations/#Reserve-Table, https://tmt.spotapps.co/reservations?spot_id=355311&source=google&rwg_token=ACgRB3eHtHS8A-IErbEj3t_IAlPGFOyfqZnIJEyMmjOmFee6F90ZgeRkvEmjM1FXYhTxHOqugPE6a1OutS2LUwKmItdgKOrxoC3X8RRXLU3Gsq4icDwpf84%3D","https://www.google.com/viewer/chooseprovider?mid=/g/11hj9b599y&g2lbs=AO8LyOLxudkv4Vg_cv3IZILSjFqaj6aLbUhMkYMeUY2UL_jTL3OLpzOdtAKwKQ02o5b3tU_ub1MsnEv8rUphG4qZVZEWvpAtokLaV4MgHftKonAWV2HS-uzE6tq8n1UEa3q_ugjeVzOC&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KKDyaIjDGo6O1fIP-KPCoQ4&ei=KKDyaIjDGo6O1fIP-KPCoQ4&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,"https://yamasgreektaverna.com/reservations/#Reserve-Table, https://tmt.spotapps.co/reservations?spot_id=355311&source=google&rwg_token=ACgRB3eHtHS8A-IErbEj3t_IAlPGFOyfqZnIJEyMmjOmFee6F90ZgeRkvEmjM1FXYhTxHOqugPE6a1OutS2LUwKmItdgKOrxoC3X8RRXLU3Gsq4icDwpf84%3D"
MJ-LEAD-SalemNHRestaurant-Oct25-012,Black Water Grill,http://www.theblackwatergrill.com/,Restaurant,+1 603-328-9013,"43 Pelham Rd, Salem, NH 03079",4.5,807,18,20,58,179,532,310,"{""Monday"": ""Closed"", ""Tuesday"": ""11:30AM-8:30PM"", ""Wednesday"": ""11:30AM-8:30PM"", ""Thursday"": ""11:30AM-8:30PM"", ""Friday"": ""11:30AM-8:30PM"", ""Saturday"": ""12-2:30PM,4-9PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Fast service"": true, ""Fireplace"": true, ""Great beer selection"": true, ""Great cocktails"": true, ""Great coffee"": true, ""Great dessert"": true, ""Great wine list"": true, ""Live music"": true, ""Serves local specialty"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Comfort food"": true, ""Happy hour drinks"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Private dining room"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Romantic"": true, ""Trendy"": true, ""Upscale"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""Tourists"": true}, ""Planning"": {""Dinner reservations recommended"": true, ""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$$,"Laid-back choice for American fare in warm digs with a bar, outdoor deck & live music on weekends.",FALSE,Black Water Grill,,,,
MJ-LEAD-SalemNHRestaurant-Oct25-013,Cibao kitchen,,Restaurant,+1 603-890-7044,"99 Rockingham Park Blvd, Salem, NH 03079",4.7,48,3,0,1,2,42,27,"{""Monday"": ""11AM-8PM"", ""Tuesday"": ""11AM-8PM"", ""Wednesday"": ""11AM-8PM"", ""Thursday"": ""11AM-8PM"", ""Friday"": ""11AM-9PM"", ""Saturday"": ""11AM-9PM"", ""Sunday"": ""11AM-6PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Comfort food"": true, ""Quick bite"": true, ""Small plates"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Locals"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",,,TRUE,Cibao kitchen,,"https://www.google.com/viewer/chooseprovider?mid=/g/11fsz_c5f9&g2lbs=AO8LyOI7fmdwvKVVGEnnnnnQngdWMrj9xoDOabs7gm8wHXbGWJ7a13HZEZZ_ReM-zvozvEWpleXoIokIb6n6huAsBRno1dYbYHS-GdezSIKWHWKk_bDVhnkoauCLXEa9eM6TH3H1oUEf&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KKDyaIjDGo6O1fIP-KPCoQ4&ei=KKDyaIjDGo6O1fIP-KPCoQ4&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-014,Ralphie's Cafe Italiano,http://www.ralphiescafeitaliano.com/,Italian restaurant,+1 603-893-3777,"91 S Broadway, Salem, NH 03079",4.4,1649,72,67,107,305,1098,466,"{""Monday"": ""11:30AM-9PM"", ""Tuesday"": ""11:30AM-9PM"", ""Wednesday"": ""11:30AM-9PM"", ""Thursday"": ""11:30AM-9PM"", ""Friday"": ""11:30AM-10PM"", ""Saturday"": ""11:30AM-10PM"", ""Sunday"": ""12-8PM""}",OPERATIONAL,"{""Service options"": {""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Fast service"": true, ""Great beer selection"": true, ""Great cocktails"": true, ""Great coffee"": true, ""Great dessert"": true, ""Great wine list"": true, ""Serves local specialty"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Comfort food"": true, ""Hard liquor"": true, ""Quick bite"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""Tourists"": true}, ""Planning"": {""Usually a wait"": true, ""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""On-site parking"": true, ""Parking"": true}}",$$,"Traditional Italian comfort food served in a warm, old-school space with a sizable bar.",TRUE,Ralphie's Cafe Italiano,,,,
MJ-LEAD-SalemNHRestaurant-Oct25-015,Sayde's Bar & Grill,,Bar & grill,+1 603-890-1032,"136 Cluff Crossing Rd, Salem, NH 03079",4.4,319,13,8,28,57,213,76,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""3-10PM"", ""Thursday"": ""3-10PM"", ""Friday"": ""3PM-12AM"", ""Saturday"": ""3PM-12AM"", ""Sunday"": ""12-8PM""}",OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Bar games"": true, ""Fast service"": true, ""Great beer selection"": true, ""Great cocktails"": true, ""Karaoke"": true, ""Live music"": true, ""Live performances"": true, ""Sports"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Comfort food"": true, ""Dancing"": true, ""Food"": true, ""Food at bar"": true, ""Happy hour drinks"": true, ""Hard liquor"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true, ""Locals"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true}}",$,,TRUE,Sayde's Bar & Grill,,,,
MJ-LEAD-SalemNHRestaurant-Oct25-016,Border Brewery and Barbecue Wood Fired Pizza,https://borderbrewsupply.com/,Restaurant,+1 603-216-9134,"224 N Broadway, Salem, NH 03079",4.5,425,31,12,15,30,337,377,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""4-8PM"", ""Thursday"": ""12-8PM"", ""Friday"": ""12-9PM"", ""Saturday"": ""12-9PM"", ""Sunday"": ""12-8PM""}",OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Great beer selection"": true, ""Great cocktails"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Comfort food"": true, ""Happy hour drinks"": true, ""Happy hour food"": true, ""Hard liquor"": true, ""Quick bite"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Gender-neutral restroom"": true, ""Restroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}, ""Pets"": {""Dogs allowed inside"": true, ""Dogs allowed outside"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",$$,"Retailer stocking a range of home brewing supplies & equipment, plus a brewery creating craft beers.",TRUE,Border Brewery and Barbecue Wood Fired Pizza,,"https://www.google.com/viewer/chooseprovider?mid=/g/1tfwlcm2&g2lbs=AO8LyOJ5GbcvVtZRVQo6N1qeeckatlOmD6zu0wo9QKPH4WAFaXScCbUZTvn4FgcNbd1XJ24vf8J2Eg2BvUrkefr2MGWHLV8e3-g3TT3Id0yAcGtv6he3Raajql4cQ8ekp-KD2omovpXt&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KKDyaIjDGo6O1fIP-KPCoQ4&ei=KKDyaIjDGo6O1fIP-KPCoQ4&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-017,CRACK'D Kitchen & Coffee,http://www.crackdkitchen.com/,Restaurant,+1 603-212-1511,"327 S Broadway, Salem, NH 03079",4.7,274,2,5,10,35,222,115,"{""Monday"": ""6AM-3PM"", ""Tuesday"": ""6AM-3PM"", ""Wednesday"": ""6AM-3PM"", ""Thursday"": ""6AM-3PM"", ""Friday"": ""6AM-3PM"", ""Saturday"": ""6AM-3PM"", ""Sunday"": ""6AM-3PM""}",OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Curbside pickup"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Great coffee"": true}, ""Popular for"": {""Breakfast"": true, ""Lunch"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Coffee"": true, ""Comfort food"": true, ""Healthy options"": true, ""Quick bite"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Catering"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",,,TRUE,CRACK'D Kitchen & Coffee,,"https://www.google.com/viewer/chooseprovider?mid=/g/11r7_jwstd&g2lbs=AO8LyOLb4psVObK62z1TZlZz4VoLz-k4O19Gc1R9kyKT0kmX6qCBUAS8eDnlQp3gLUBzYVU_Cr_KMaPDC6LLPL_ryNnMzYrvmUlWGWtnldAUz4F2tXKBdc296nGrspTJEu6ajIPrCNOx&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KKDyaIjDGo6O1fIP-KPCoQ4&ei=KKDyaIjDGo6O1fIP-KPCoQ4&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-018,The Capital Grille,https://www.thecapitalgrille.com/locations/nh/salem/salem-tuscan-village/8078?cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:salem-nh-8078_pl:locurl_rd:1071,Fine dining restaurant,+1 603-212-7108,"19 Artisan Dr #3000, Salem, NH 03079",4.6,114,4,5,5,6,94,124,"{""Monday"": ""11:30AM-9PM"", ""Tuesday"": ""11:30AM-9PM"", ""Wednesday"": ""11:30AM-9PM"", ""Thursday"": ""11:30AM-9PM"", ""Friday"": ""11:30AM-10PM"", ""Saturday"": ""5-10PM"", ""Sunday"": ""4-9PM""}",OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Great cocktails"": true, ""Great dessert"": true, ""Great wine list"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Hard liquor"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Tourists"": true, ""Transgender safespace"": true}, ""Planning"": {""Dinner reservations recommended"": true, ""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""On-site parking"": true, ""Parking"": true, ""Valet parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",$$$$,"Outpost of the upscale steakhouse chain offers classic American fare & a clubby, refined setting.",TRUE,The Capital Grille,"https://www.thecapitalgrille.com/reservations?setRestaurant=8078&cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:salem-nh-8078_pl:reservation_rd:1071, https://www.opentable.com/restaurant/profile/1382827?ref=1068",https://www.thecapitalgrille.com/reservations?setRestaurant=8078&cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:salem-nh-8078_pl:reservation_rd:1071,,"https://www.thecapitalgrille.com/reservations?setRestaurant=8078&cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:salem-nh-8078_pl:reservation_rd:1071, https://www.opentable.com/restaurant/profile/1382827?ref=1068"
MJ-LEAD-SalemNHRestaurant-Oct25-019,Ellie's Kitchen,http://www.ellieskitchen.net/,Pizza restaurant,+1 603-685-8508,"401 Main St #104, Salem, NH 03079",5,8,0,0,0,0,8,1,"{""Monday"": ""Closed"", ""Tuesday"": ""11AM-9PM"", ""Wednesday"": ""11AM-9PM"", ""Thursday"": ""11AM-9PM"", ""Friday"": ""11AM-10PM"", ""Saturday"": ""11AM-10PM"", ""Sunday"": ""11AM-9PM""}",OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}}",,,TRUE,Ellie's Kitchen,,"https://www.google.com/viewer/chooseprovider?mid=/g/11zjtfh33h&g2lbs=AO8LyOLKe4uMqpTnHK7hbjbNJh4XQzeIpdbTvw7UaimCdkTvMQurTf04XNlqiqCHzVuZ3M3jxgicsVKrYdsLN8SjEfU9UukxEvRFNvbg3dIBT9Ep7BbjF-0Al5XYgm8c5uPYsR1QEDBv&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KKDyaIjDGo6O1fIP-KPCoQ4&ei=KKDyaIjDGo6O1fIP-KPCoQ4&fo_s=OA,SOE&opi=79508299&orderType=2&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-020,TOMO Japanese Steakhouse,https://www.tomosalem.com/,Japanese restaurant,+1 603-893-8880,"368 S Broadway, Salem, NH 03079",4.4,1453,46,45,97,304,961,1088,"{""Monday"": ""11AM-9:30PM"", ""Tuesday"": ""11AM-9:30PM"", ""Wednesday"": ""11AM-9:30PM"", ""Thursday"": ""11AM-9:30PM"", ""Friday"": ""11AM-10:30PM"", ""Saturday"": ""11AM-10:30PM"", ""Sunday"": ""12-9:30PM""}",OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Fast service"": true, ""Great beer selection"": true, ""Great cocktails"": true, ""Great tea selection"": true, ""Great wine list"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Comfort food"": true, ""Happy hour drinks"": true, ""Happy hour food"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Trendy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""Tourists"": true}, ""Planning"": {""Dinner reservations recommended"": true, ""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""Good for kids birthday"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$$,Festive hibachi meals & classic sushi rolls draw locals to this sleek restaurant with modern decor.,TRUE,TOMO Japanese Steakhouse,,"https://www.google.com/viewer/chooseprovider?mid=/g/11bc6z9fcm&g2lbs=AO8LyOJQWDoKnZ7UdwMwb94HDhcEIPkL5VGmk98M6nWZ0tbEwLsFwTroJNNABUIXGsbS80xd91FdlJS1A-xenEV7s9AfJWeRVyT15DkBOvUPzLbUgCFT0vhsXU7fFH6qtvPQ0hJUAW_Q&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KqDyaNHvHvHbwPAPuIepuQI&ei=KqDyaNHvHvHbwPAPuIepuQI&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
